date,mode,mode_name,type_of_service,upt
2005-08-01,HR,Heavy Rail,DO,6404428.0
2005-09-01,HR,Heavy Rail,DO,5792448.0
2005-10-01,HR,Heavy Rail,DO,6232155.0
2005-11-01,HR,Heavy Rail,DO,5465238.0
2005-12-01,HR,Heavy Rail,DO,5056625.0
2006-01-01,HR,Heavy Rail,DO,5684476.0
2006-02-01,HR,Heavy Rail,DO,5213284.0
2006-03-01,HR,Heavy Rail,DO,6065805.0
2006-04-01,HR,Heavy Rail,DO,5609006.0
2006-05-01,HR,Heavy Rail,DO,5652327.0
2006-06-01,HR,Heavy Rail,DO,5985422.0
2006-07-01,HR,Heavy Rail,DO,6693335.0
2006-08-01,HR,Heavy Rail,DO,6813964.0
2006-09-01,HR,Heavy Rail,DO,6600035.0
2006-10-01,HR,Heavy Rail,DO,6994082.0
2006-11-01,HR,Heavy Rail,DO,6308564.0
2006-12-01,HR,Heavy Rail,DO,6397025.0
2007-01-01,HR,Heavy Rail,DO,6761667.0
2007-02-01,HR,Heavy Rail,DO,6013863.0
2007-03-01,HR,Heavy Rail,DO,6478324.0
2007-04-01,HR,Heavy Rail,DO,6194823.0
2007-05-01,HR,Heavy Rail,DO,6183440.0
2007-06-01,HR,Heavy Rail,DO,6246765.0
2007-07-01,HR,Heavy Rail,DO,7279386.0
2007-08-01,HR,Heavy Rail,DO,7728670.0
2007-09-01,HR,Heavy Rail,DO,7192184.0
2007-10-01,HR,Heavy Rail,DO,7715716.0
2007-11-01,HR,Heavy Rail,DO,7081589.0
2007-12-01,HR,Heavy Rail,DO,6626983.0
2008-01-01,HR,Heavy Rail,DO,6788324.0
2008-02-01,HR,Heavy Rail,DO,6497325.0
2008-03-01,HR,Heavy Rail,DO,6809060.0
2008-04-01,HR,Heavy Rail,DO,7112463.0
2008-05-01,HR,Heavy Rail,DO,7162326.0
2008-06-01,HR,Heavy Rail,DO,7254243.0
2008-07-01,HR,Heavy Rail,DO,7841304.0
2008-08-01,HR,Heavy Rail,DO,7744197.0
2008-09-01,HR,Heavy Rail,DO,7791870.0
2008-10-01,HR,Heavy Rail,DO,7982627.0
2008-11-01,HR,Heavy Rail,DO,6565445.0
2008-12-01,HR,Heavy Rail,DO,6480777.0
2009-01-01,HR,Heavy Rail,DO,6535892.0
2009-02-01,HR,Heavy Rail,DO,6139050.0
2009-03-01,HR,Heavy Rail,DO,6706565.0
2009-04-01,HR,Heavy Rail,DO,6646152.0
2009-05-01,HR,Heavy Rail,DO,6295399.0
2009-06-01,HR,Heavy Rail,DO,6617213.0
2009-07-01,HR,Heavy Rail,DO,7024550.0
2009-08-01,HR,Heavy Rail,DO,6864739.0
2009-09-01,HR,Heavy Rail,DO,6930218.0
2009-10-01,HR,Heavy Rail,DO,7004619.0
2009-11-01,HR,Heavy Rail,DO,6230019.0
2009-12-01,HR,Heavy Rail,DO,6138686.0
2010-01-01,HR,Heavy Rail,DO,6018640.0
2010-02-01,HR,Heavy Rail,DO,5763582.0
2010-03-01,HR,Heavy Rail,DO,6509382.0
2010-04-01,HR,Heavy Rail,DO,6651817.0
2010-05-01,HR,Heavy Rail,DO,6139849.0
2010-06-01,HR,Heavy Rail,DO,6455905.0
2010-07-01,HR,Heavy Rail,DO,6898026.0
2010-08-01,HR,Heavy Rail,DO,6782576.0
2010-09-01,HR,Heavy Rail,DO,6910488.0
2010-10-01,HR,Heavy Rail,DO,6873967.0
2010-11-01,HR,Heavy Rail,DO,6239232.0
2010-12-01,HR,Heavy Rail,DO,5687292.0
2011-01-01,HR,Heavy Rail,DO,5422254.0
2011-02-01,HR,Heavy Rail,DO,5818002.0
2011-03-01,HR,Heavy Rail,DO,6542373.0
2011-04-01,HR,Heavy Rail,DO,6389606.0
2011-05-01,HR,Heavy Rail,DO,6231213.0
2011-06-01,HR,Heavy Rail,DO,6433453.0
2011-07-01,HR,Heavy Rail,DO,6344058.0
2011-08-01,HR,Heavy Rail,DO,6553178.0
2011-09-01,HR,Heavy Rail,DO,6744778.0
2011-10-01,HR,Heavy Rail,DO,6403176.0
2011-11-01,HR,Heavy Rail,DO,5776550.0
2011-12-01,HR,Heavy Rail,DO,5577570.0
2012-01-01,HR,Heavy Rail,DO,5888906.0
2012-02-01,HR,Heavy Rail,DO,5658572.0
2012-03-01,HR,Heavy Rail,DO,6229190.0
2012-04-01,HR,Heavy Rail,DO,5824980.0
2012-05-01,HR,Heavy Rail,DO,5914425.0
2012-06-01,HR,Heavy Rail,DO,5796104.0
2012-07-01,HR,Heavy Rail,DO,5800106.0
2012-08-01,HR,Heavy Rail,DO,6155902.0
2012-09-01,HR,Heavy Rail,DO,6017175.0
2012-10-01,HR,Heavy Rail,DO,6307471.0
2012-11-01,HR,Heavy Rail,DO,5637343.0
2012-12-01,HR,Heavy Rail,DO,5276202.0
2013-01-01,HR,Heavy Rail,DO,5945786.0
2013-02-01,HR,Heavy Rail,DO,5300088.0
2013-03-01,HR,Heavy Rail,DO,5627254.0
2013-04-01,HR,Heavy Rail,DO,6281881.0
2013-05-01,HR,Heavy Rail,DO,5670450.0
2013-06-01,HR,Heavy Rail,DO,5610243.0
2013-07-01,HR,Heavy Rail,DO,5928985.0
2013-08-01,HR,Heavy Rail,DO,6222245.0
2013-09-01,HR,Heavy Rail,DO,6021666.0
2013-10-01,HR,Heavy Rail,DO,6376001.0
2013-11-01,HR,Heavy Rail,DO,5527098.0
2013-12-01,HR,Heavy Rail,DO,5393689.0
2014-01-01,HR,Heavy Rail,DO,5110328.0
2014-02-01,HR,Heavy Rail,DO,4932412.0
2014-03-01,HR,Heavy Rail,DO,5775307.0
2014-04-01,HR,Heavy Rail,DO,5847783.0
2014-05-01,HR,Heavy Rail,DO,5919333.0
2014-06-01,HR,Heavy Rail,DO,5706723.0
2014-07-01,HR,Heavy Rail,DO,6795165.0
2014-08-01,HR,Heavy Rail,DO,6693561.0
2014-09-01,HR,Heavy Rail,DO,6576774.0
2014-10-01,HR,Heavy Rail,DO,6752721.0
2014-11-01,HR,Heavy Rail,DO,5548048.0
2014-12-01,HR,Heavy Rail,DO,5846495.0
2015-01-01,HR,Heavy Rail,DO,5715839.0
2015-02-01,HR,Heavy Rail,DO,5120518.0
2015-03-01,HR,Heavy Rail,DO,5854308.0
2015-04-01,HR,Heavy Rail,DO,5846948.0
2015-05-01,HR,Heavy Rail,DO,5894489.0
2015-06-01,HR,Heavy Rail,DO,5891644.0
2015-07-01,HR,Heavy Rail,DO,6798234.0
2015-08-01,HR,Heavy Rail,DO,6089823.0
2015-09-01,HR,Heavy Rail,DO,6582187.0
2015-10-01,HR,Heavy Rail,DO,6619000.0
2015-11-01,HR,Heavy Rail,DO,5797404.0
2015-12-01,HR,Heavy Rail,DO,5820177.0
2016-01-01,HR,Heavy Rail,DO,5535881.0
2016-02-01,HR,Heavy Rail,DO,5542038.0
2016-03-01,HR,Heavy Rail,DO,6021963.0
2016-04-01,HR,Heavy Rail,DO,5764273.0
2016-05-01,HR,Heavy Rail,DO,5772987.0
2016-06-01,HR,Heavy Rail,DO,5601359.0
2016-07-01,HR,Heavy Rail,DO,5616485.0
2016-08-01,HR,Heavy Rail,DO,5845684.0
2016-09-01,HR,Heavy Rail,DO,6218357.0
2016-10-01,HR,Heavy Rail,DO,6077625.0
2016-11-01,HR,Heavy Rail,DO,5414584.0
2016-12-01,HR,Heavy Rail,DO,5267459.0
2017-01-01,HR,Heavy Rail,DO,5683838.0
2017-02-01,HR,Heavy Rail,DO,5106027.0
2017-03-01,HR,Heavy Rail,DO,5804663.0
2017-04-01,HR,Heavy Rail,DO,5966544.0
2017-05-01,HR,Heavy Rail,DO,5773847.0
2017-06-01,HR,Heavy Rail,DO,5505747.0
2017-07-01,HR,Heavy Rail,DO,5351631.0
2017-08-01,HR,Heavy Rail,DO,5856089.0
2017-09-01,HR,Heavy Rail,DO,5793025.0
2017-10-01,HR,Heavy Rail,DO,6077671.0
2017-11-01,HR,Heavy Rail,DO,5428647.0
2017-12-01,HR,Heavy Rail,DO,5062642.0
2018-01-01,HR,Heavy Rail,DO,5035385.0
2018-02-01,HR,Heavy Rail,DO,4890710.0
2018-03-01,HR,Heavy Rail,DO,5559447.0
2018-04-01,HR,Heavy Rail,DO,5316632.0
2018-05-01,HR,Heavy Rail,DO,5399261.0
2018-06-01,HR,Heavy Rail,DO,5315490.0
2018-07-01,HR,Heavy Rail,DO,5478230.0
2018-08-01,HR,Heavy Rail,DO,6077477.0
2018-09-01,HR,Heavy Rail,DO,5688355.0
2018-10-01,HR,Heavy Rail,DO,6019463.0
2018-11-01,HR,Heavy Rail,DO,5257333.0
2018-12-01,HR,Heavy Rail,DO,4816218.0
2019-01-01,HR,Heavy Rail,DO,5157093.0
2019-02-01,HR,Heavy Rail,DO,5384950.0
2019-03-01,HR,Heavy Rail,DO,5290203.0
2019-04-01,HR,Heavy Rail,DO,5232852.0
2019-05-01,HR,Heavy Rail,DO,5719882.0
2019-06-01,HR,Heavy Rail,DO,5095269.0
2019-07-01,HR,Heavy Rail,DO,4980443.0
2019-08-01,HR,Heavy Rail,DO,5279691.0
2019-09-01,HR,Heavy Rail,DO,5100012.0
2019-10-01,HR,Heavy Rail,DO,5499729.0
2019-11-01,HR,Heavy Rail,DO,4609887.0
2019-12-01,HR,Heavy Rail,DO,4428131.0
2020-01-01,HR,Heavy Rail,DO,4664750.0
2020-02-01,HR,Heavy Rail,DO,4401906.0
2020-03-01,HR,Heavy Rail,DO,3002038.0
2020-04-01,HR,Heavy Rail,DO,993578.0
2020-05-01,HR,Heavy Rail,DO,1081891.0
2020-06-01,HR,Heavy Rail,DO,1260658.0
2020-07-01,HR,Heavy Rail,DO,1306684.0
2020-08-01,HR,Heavy Rail,DO,1306777.0
2020-09-01,HR,Heavy Rail,DO,1441747.0
2020-10-01,HR,Heavy Rail,DO,1619410.0
2020-11-01,HR,Heavy Rail,DO,1494700.0
2020-12-01,HR,Heavy Rail,DO,1482126.0
2021-01-01,HR,Heavy Rail,DO,1434957.0
2021-02-01,HR,Heavy Rail,DO,1363917.0
2021-03-01,HR,Heavy Rail,DO,1642106.0
2021-04-01,HR,Heavy Rail,DO,1719309.0
2021-05-01,HR,Heavy Rail,DO,1804393.0
2021-06-01,HR,Heavy Rail,DO,1917495.0
2021-07-01,HR,Heavy Rail,DO,2052277.0
2021-08-01,HR,Heavy Rail,DO,2120529.0
2021-09-01,HR,Heavy Rail,DO,2339669.0
2021-10-01,HR,Heavy Rail,DO,2359095.0
2021-11-01,HR,Heavy Rail,DO,2180431.0
2021-12-01,HR,Heavy Rail,DO,2054293.0
2022-01-01,HR,Heavy Rail,DO,1867907.0
2022-02-01,HR,Heavy Rail,DO,1909958.0
2022-03-01,HR,Heavy Rail,DO,2249435.0
2022-04-01,HR,Heavy Rail,DO,2315762.0
2022-05-01,HR,Heavy Rail,DO,2340546.0
2022-06-01,HR,Heavy Rail,DO,2289890.0
2022-07-01,HR,Heavy Rail,DO,2389586.0
2022-08-01,HR,Heavy Rail,DO,2574500.0
2022-09-01,HR,Heavy Rail,DO,2762152.0
2022-10-01,HR,Heavy Rail,DO,2743061.0
2022-11-01,HR,Heavy Rail,DO,2467782.0
2022-12-01,HR,Heavy Rail,DO,2290140.0
2023-01-01,HR,Heavy Rail,DO,2417589.0
2023-02-01,HR,Heavy Rail,DO,2304337.0
2023-03-01,HR,Heavy Rail,DO,2598694.0
2023-04-01,HR,Heavy Rail,DO,2660691.0
2023-05-01,HR,Heavy Rail,DO,2692450.0
2023-06-01,HR,Heavy Rail,DO,2494552.0
2023-07-01,HR,Heavy Rail,DO,2554350.0
2023-08-01,HR,Heavy Rail,DO,2829897.0
2023-09-01,HR,Heavy Rail,DO,2864892.0
2023-10-01,HR,Heavy Rail,DO,2968785.0
2023-11-01,HR,Heavy Rail,DO,2639099.0
2023-12-01,HR,Heavy Rail,DO,2517181.0
2024-01-01,HR,Heavy Rail,DO,2410510.0
2024-02-01,HR,Heavy Rail,DO,2380683.0
2024-03-01,HR,Heavy Rail,DO,2618192.0
2024-04-01,HR,Heavy Rail,DO,2395093.0
2024-05-01,HR,Heavy Rail,DO,2488926.0
2024-06-01,HR,Heavy Rail,DO,2459291.0
2024-07-01,HR,Heavy Rail,DO,2548993.0
2024-08-01,HR,Heavy Rail,DO,2604107.0
2024-09-01,HR,Heavy Rail,DO,2564829.0
2024-10-01,HR,Heavy Rail,DO,2839129.0
2024-11-01,HR,Heavy Rail,DO,2362681.0
2024-12-01,HR,Heavy Rail,DO,2275343.0
2025-01-01,HR,Heavy Rail,DO,2212396.0
2025-02-01,HR,Heavy Rail,DO,2344698.0
2025-03-01,HR,Heavy Rail,DO,2647815.0
2025-04-01,HR,Heavy Rail,DO,2723786.0
2025-05-01,HR,Heavy Rail,DO,2694505.0
2025-06-01,HR,Heavy Rail,DO,2555901.0
2025-07-01,HR,Heavy Rail,DO,2799280.0
2025-08-01,HR,Heavy Rail,DO,2716420.0
2025-09-01,HR,Heavy Rail,DO,2828705.0
2025-10-01,HR,Heavy Rail,DO,2924310.0
2025-11-01,HR,Heavy Rail,DO,2225351.0
2025-12-01,HR,Heavy Rail,DO,2118542.0
2026-01-01,HR,Heavy Rail,DO,3168639.0
2026-02-01,HR,Heavy Rail,DO,3447852.0
2002-01-01,MB,Bus,DO,6198411.0
2002-01-01,MB,Bus,PT,
2002-02-01,MB,Bus,DO,6361296.0
2002-02-01,MB,Bus,PT,
2002-03-01,MB,Bus,DO,6169576.0
2002-03-01,MB,Bus,PT,
2002-04-01,MB,Bus,DO,6269814.0
2002-04-01,MB,Bus,PT,
2002-05-01,MB,Bus,DO,6218632.0
2002-05-01,MB,Bus,PT,
2002-06-01,MB,Bus,DO,5563151.0
2002-06-01,MB,Bus,PT,
2002-07-01,MB,Bus,DO,5927260.0
2002-07-01,MB,Bus,PT,
2002-08-01,MB,Bus,DO,6344570.0
2002-08-01,MB,Bus,PT,
2002-09-01,MB,Bus,DO,5939076.0
2002-09-01,MB,Bus,PT,
2002-10-01,MB,Bus,DO,6109728.0
2002-10-01,MB,Bus,PT,
2002-11-01,MB,Bus,DO,5498560.0
2002-11-01,MB,Bus,PT,
2002-12-01,MB,Bus,DO,5682274.0
2002-12-01,MB,Bus,PT,
2003-01-01,MB,Bus,DO,5944843.0
2003-01-01,MB,Bus,PT,
2003-02-01,MB,Bus,DO,5461080.0
2003-02-01,MB,Bus,PT,
2003-03-01,MB,Bus,DO,5900209.0
2003-03-01,MB,Bus,PT,
2003-04-01,MB,Bus,DO,6100893.0
2003-04-01,MB,Bus,PT,
2003-05-01,MB,Bus,DO,5589135.0
2003-05-01,MB,Bus,PT,
2003-06-01,MB,Bus,DO,5824966.0
2003-06-01,MB,Bus,PT,
2003-07-01,MB,Bus,DO,5428790.0
2003-07-01,MB,Bus,PT,
2003-08-01,MB,Bus,DO,5518593.0
2003-08-01,MB,Bus,PT,
2003-09-01,MB,Bus,DO,6088652.0
2003-09-01,MB,Bus,PT,
2003-10-01,MB,Bus,DO,6360604.0
2003-10-01,MB,Bus,PT,
2003-11-01,MB,Bus,DO,5083762.0
2003-11-01,MB,Bus,PT,
2003-12-01,MB,Bus,DO,5502996.0
2003-12-01,MB,Bus,PT,
2004-01-01,MB,Bus,DO,5164541.0
2004-01-01,MB,Bus,PT,
2004-02-01,MB,Bus,DO,5224814.0
2004-02-01,MB,Bus,PT,
2004-03-01,MB,Bus,DO,5662195.0
2004-03-01,MB,Bus,PT,
2004-04-01,MB,Bus,DO,5737243.0
2004-04-01,MB,Bus,PT,
2004-05-01,MB,Bus,DO,5092599.0
2004-05-01,MB,Bus,PT,
2004-06-01,MB,Bus,DO,5556935.0
2004-06-01,MB,Bus,PT,
2004-07-01,MB,Bus,DO,5526123.0
2004-07-01,MB,Bus,PT,
2004-08-01,MB,Bus,DO,5974197.0
2004-08-01,MB,Bus,PT,
2004-09-01,MB,Bus,DO,5963458.0
2004-09-01,MB,Bus,PT,
2004-10-01,MB,Bus,DO,6187784.0
2004-10-01,MB,Bus,PT,
2004-11-01,MB,Bus,DO,5699594.0
2004-11-01,MB,Bus,PT,
2004-12-01,MB,Bus,DO,5621630.0
2004-12-01,MB,Bus,PT,
2005-01-01,MB,Bus,DO,5485155.0
2005-01-01,MB,Bus,PT,
2005-02-01,MB,Bus,DO,5970540.0
2005-02-01,MB,Bus,PT,
2005-03-01,MB,Bus,DO,6401824.0
2005-03-01,MB,Bus,PT,
2005-04-01,MB,Bus,DO,6294526.0
2005-04-01,MB,Bus,PT,
2005-05-01,MB,Bus,DO,5920455.0
2005-05-01,MB,Bus,PT,
2005-06-01,MB,Bus,DO,6023579.0
2005-06-01,MB,Bus,PT,
2005-07-01,MB,Bus,DO,5190402.0
2005-07-01,MB,Bus,PT,
2005-08-01,MB,Bus,DO,5847826.0
2005-08-01,MB,Bus,PT,
2005-09-01,MB,Bus,DO,6111447.0
2005-09-01,MB,Bus,PT,
2005-10-01,MB,Bus,DO,5989743.0
2005-10-01,MB,Bus,PT,
2005-11-01,MB,Bus,DO,5481976.0
2005-11-01,MB,Bus,PT,
2005-12-01,MB,Bus,DO,5428844.0
2005-12-01,MB,Bus,PT,
2006-01-01,MB,Bus,DO,5539186.0
2006-01-01,MB,Bus,PT,
2006-02-01,MB,Bus,DO,5571347.0
2006-02-01,MB,Bus,PT,
2006-03-01,MB,Bus,DO,6230212.0
2006-03-01,MB,Bus,PT,
2006-04-01,MB,Bus,DO,5618062.0
2006-04-01,MB,Bus,PT,
2006-05-01,MB,Bus,DO,5816621.0
2006-05-01,MB,Bus,PT,
2006-06-01,MB,Bus,DO,6004986.0
2006-06-01,MB,Bus,PT,
2006-07-01,MB,Bus,DO,5501959.0
2006-07-01,MB,Bus,PT,
2006-08-01,MB,Bus,DO,6103170.0
2006-08-01,MB,Bus,PT,
2006-09-01,MB,Bus,DO,5797247.0
2006-09-01,MB,Bus,PT,
2006-10-01,MB,Bus,DO,5895316.0
2006-10-01,MB,Bus,PT,
2006-11-01,MB,Bus,DO,5919083.0
2006-11-01,MB,Bus,PT,
2006-12-01,MB,Bus,DO,5549378.0
2006-12-01,MB,Bus,PT,
2007-01-01,MB,Bus,DO,6009143.0
2007-01-01,MB,Bus,PT,
2007-02-01,MB,Bus,DO,5318340.0
2007-02-01,MB,Bus,PT,
2007-03-01,MB,Bus,DO,5914122.0
2007-03-01,MB,Bus,PT,
2007-04-01,MB,Bus,DO,5773663.0
2007-04-01,MB,Bus,PT,
2007-05-01,MB,Bus,DO,5742112.0
2007-05-01,MB,Bus,PT,
2007-06-01,MB,Bus,DO,5941051.0
2007-06-01,MB,Bus,PT,
2007-07-01,MB,Bus,DO,5206605.0
2007-07-01,MB,Bus,PT,
2007-08-01,MB,Bus,DO,4810972.0
2007-08-01,MB,Bus,PT,
2007-09-01,MB,Bus,DO,5168429.0
2007-09-01,MB,Bus,PT,
2007-10-01,MB,Bus,DO,5408337.0
2007-10-01,MB,Bus,PT,
2007-11-01,MB,Bus,DO,4779943.0
2007-11-01,MB,Bus,PT,
2007-12-01,MB,Bus,DO,4904599.0
2007-12-01,MB,Bus,PT,
2008-01-01,MB,Bus,DO,5954800.0
2008-01-01,MB,Bus,PT,
2008-02-01,MB,Bus,DO,5590626.0
2008-02-01,MB,Bus,PT,
2008-03-01,MB,Bus,DO,5534962.0
2008-03-01,MB,Bus,PT,
2008-04-01,MB,Bus,DO,5649984.0
2008-04-01,MB,Bus,PT,
2008-05-01,MB,Bus,DO,6374108.0
2008-05-01,MB,Bus,PT,
2008-06-01,MB,Bus,DO,6122887.0
2008-06-01,MB,Bus,PT,
2008-07-01,MB,Bus,DO,6095591.0
2008-07-01,MB,Bus,PT,
2008-08-01,MB,Bus,DO,6152117.0
2008-08-01,MB,Bus,PT,
2008-09-01,MB,Bus,DO,6264361.0
2008-09-01,MB,Bus,PT,
2008-10-01,MB,Bus,DO,6765962.0
2008-10-01,MB,Bus,PT,
2008-11-01,MB,Bus,DO,5735511.0
2008-11-01,MB,Bus,PT,
2008-12-01,MB,Bus,DO,5834207.0
2008-12-01,MB,Bus,PT,
2009-01-01,MB,Bus,DO,5831633.0
2009-01-01,MB,Bus,PT,
2009-02-01,MB,Bus,DO,5595113.0
2009-02-01,MB,Bus,PT,
2009-03-01,MB,Bus,DO,6150614.0
2009-03-01,MB,Bus,PT,
2009-04-01,MB,Bus,DO,6010040.0
2009-04-01,MB,Bus,PT,
2009-05-01,MB,Bus,DO,5982106.0
2009-05-01,MB,Bus,PT,
2009-06-01,MB,Bus,DO,6299154.0
2009-06-01,MB,Bus,PT,
2009-07-01,MB,Bus,DO,5900979.0
2009-07-01,MB,Bus,PT,
2009-08-01,MB,Bus,DO,5834959.0
2009-08-01,MB,Bus,PT,
2009-09-01,MB,Bus,DO,5623770.0
2009-09-01,MB,Bus,PT,
2009-10-01,MB,Bus,DO,6086617.0
2009-10-01,MB,Bus,PT,
2009-11-01,MB,Bus,DO,5773265.0
2009-11-01,MB,Bus,PT,
2009-12-01,MB,Bus,DO,5541056.0
2009-12-01,MB,Bus,PT,
2010-01-01,MB,Bus,DO,5330981.0
2010-01-01,MB,Bus,PT,
2010-02-01,MB,Bus,DO,5243720.0
2010-02-01,MB,Bus,PT,
2010-03-01,MB,Bus,DO,5808973.0
2010-03-01,MB,Bus,PT,
2010-04-01,MB,Bus,DO,5656965.0
2010-04-01,MB,Bus,PT,
2010-05-01,MB,Bus,DO,5512994.0
2010-05-01,MB,Bus,PT,
2010-06-01,MB,Bus,DO,5694610.0
2010-06-01,MB,Bus,PT,
2010-07-01,MB,Bus,DO,5924498.0
2010-07-01,MB,Bus,PT,
2010-08-01,MB,Bus,DO,5978238.0
2010-08-01,MB,Bus,PT,
2010-09-01,MB,Bus,DO,5741716.0
2010-09-01,MB,Bus,PT,
2010-10-01,MB,Bus,DO,5417394.0
2010-10-01,MB,Bus,PT,
2010-11-01,MB,Bus,DO,4906157.0
2010-11-01,MB,Bus,PT,
2010-12-01,MB,Bus,DO,4688061.0
2010-12-01,MB,Bus,PT,
2011-01-01,MB,Bus,DO,3940313.0
2011-01-01,MB,Bus,PT,
2011-02-01,MB,Bus,DO,4737239.0
2011-02-01,MB,Bus,PT,
2011-03-01,MB,Bus,DO,5449725.0
2011-03-01,MB,Bus,PT,
2011-04-01,MB,Bus,DO,5241184.0
2011-04-01,MB,Bus,PT,
2011-05-01,MB,Bus,DO,5482437.0
2011-05-01,MB,Bus,PT,
2011-06-01,MB,Bus,DO,5597642.0
2011-06-01,MB,Bus,PT,
2011-07-01,MB,Bus,DO,5160353.0
2011-07-01,MB,Bus,PT,
2011-08-01,MB,Bus,DO,5724059.0
2011-08-01,MB,Bus,PT,
2011-09-01,MB,Bus,DO,5696145.0
2011-09-01,MB,Bus,PT,
2011-10-01,MB,Bus,DO,5374667.0
2011-10-01,MB,Bus,PT,
2011-11-01,MB,Bus,DO,4800547.0
2011-11-01,MB,Bus,PT,
2011-12-01,MB,Bus,DO,4784914.0
2011-12-01,MB,Bus,PT,
2012-01-01,MB,Bus,DO,4959955.0
2012-01-01,MB,Bus,PT,
2012-02-01,MB,Bus,DO,4944406.0
2012-02-01,MB,Bus,PT,
2012-03-01,MB,Bus,DO,5183456.0
2012-03-01,MB,Bus,PT,
2012-04-01,MB,Bus,DO,4947715.0
2012-04-01,MB,Bus,PT,
2012-05-01,MB,Bus,DO,5064337.0
2012-05-01,MB,Bus,PT,
2012-06-01,MB,Bus,DO,4956173.0
2012-06-01,MB,Bus,PT,
2012-07-01,MB,Bus,DO,4901399.0
2012-07-01,MB,Bus,PT,
2012-08-01,MB,Bus,DO,5283222.0
2012-08-01,MB,Bus,PT,
2012-09-01,MB,Bus,DO,5059553.0
2012-09-01,MB,Bus,PT,
2012-10-01,MB,Bus,DO,5399901.0
2012-10-01,MB,Bus,PT,
2012-11-01,MB,Bus,DO,4832403.0
2012-11-01,MB,Bus,PT,
2012-12-01,MB,Bus,DO,4510372.0
2012-12-01,MB,Bus,PT,
2013-01-01,MB,Bus,DO,5162366.0
2013-01-01,MB,Bus,PT,
2013-02-01,MB,Bus,DO,4602209.0
2013-02-01,MB,Bus,PT,
2013-03-01,MB,Bus,DO,4941374.0
2013-03-01,MB,Bus,PT,
2013-04-01,MB,Bus,DO,5193666.0
2013-04-01,MB,Bus,PT,
2013-05-01,MB,Bus,DO,4987805.0
2013-05-01,MB,Bus,PT,
2013-06-01,MB,Bus,DO,4815487.0
2013-06-01,MB,Bus,PT,
2013-07-01,MB,Bus,DO,4980132.0
2013-07-01,MB,Bus,PT,
2013-08-01,MB,Bus,DO,5428398.0
2013-08-01,MB,Bus,PT,
2013-09-01,MB,Bus,DO,5132654.0
2013-09-01,MB,Bus,PT,
2013-10-01,MB,Bus,DO,5488344.0
2013-10-01,MB,Bus,PT,
2013-11-01,MB,Bus,DO,4849500.0
2013-11-01,MB,Bus,PT,
2013-12-01,MB,Bus,DO,4710293.0
2013-12-01,MB,Bus,PT,
2014-01-01,MB,Bus,DO,4344344.0
2014-01-01,MB,Bus,PT,
2014-02-01,MB,Bus,DO,4267077.0
2014-02-01,MB,Bus,PT,
2014-03-01,MB,Bus,DO,5084566.0
2014-03-01,MB,Bus,PT,
2014-04-01,MB,Bus,DO,5004963.0
2014-04-01,MB,Bus,PT,
2014-05-01,MB,Bus,DO,5313834.0
2014-05-01,MB,Bus,PT,
2014-06-01,MB,Bus,DO,5173629.0
2014-06-01,MB,Bus,PT,
2014-07-01,MB,Bus,DO,5642810.0
2014-07-01,MB,Bus,PT,
2014-08-01,MB,Bus,DO,5687885.0
2014-08-01,MB,Bus,PT,
2014-09-01,MB,Bus,DO,5602131.0
2014-09-01,MB,Bus,PT,
2014-10-01,MB,Bus,DO,5867181.0
2014-10-01,MB,Bus,PT,
2014-11-01,MB,Bus,DO,4889675.0
2014-11-01,MB,Bus,PT,
2014-12-01,MB,Bus,DO,5085113.0
2014-12-01,MB,Bus,PT,
2015-01-01,MB,Bus,DO,4897115.0
2015-01-01,MB,Bus,PT,
2015-02-01,MB,Bus,DO,4456346.0
2015-02-01,MB,Bus,PT,
2015-03-01,MB,Bus,DO,5102225.0
2015-03-01,MB,Bus,PT,
2015-04-01,MB,Bus,DO,5420521.0
2015-04-01,MB,Bus,PT,
2015-05-01,MB,Bus,DO,5119483.0
2015-05-01,MB,Bus,PT,
2015-06-01,MB,Bus,DO,5098321.0
2015-06-01,MB,Bus,PT,
2015-07-01,MB,Bus,DO,5550905.0
2015-07-01,MB,Bus,PT,
2015-08-01,MB,Bus,DO,5405418.0
2015-08-01,MB,Bus,PT,
2015-09-01,MB,Bus,DO,5496264.0
2015-09-01,MB,Bus,PT,
2015-10-01,MB,Bus,DO,5472406.0
2015-10-01,MB,Bus,PT,
2015-11-01,MB,Bus,DO,5225450.0
2015-11-01,MB,Bus,PT,
2015-12-01,MB,Bus,DO,4777247.0
2015-12-01,MB,Bus,PT,
2016-01-01,MB,Bus,DO,4418737.0
2016-01-01,MB,Bus,PT,
2016-02-01,MB,Bus,DO,4704274.0
2016-02-01,MB,Bus,PT,
2016-03-01,MB,Bus,DO,5074601.0
2016-03-01,MB,Bus,PT,
2016-04-01,MB,Bus,DO,4846438.0
2016-04-01,MB,Bus,PT,
2016-05-01,MB,Bus,DO,4943887.0
2016-05-01,MB,Bus,PT,
2016-06-01,MB,Bus,DO,4863477.0
2016-06-01,MB,Bus,PT,
2016-07-01,MB,Bus,DO,4807879.0
2016-07-01,MB,Bus,PT,
2016-08-01,MB,Bus,DO,5146840.0
2016-08-01,MB,Bus,PT,
2016-09-01,MB,Bus,DO,5133611.0
2016-09-01,MB,Bus,PT,
2016-10-01,MB,Bus,DO,5196668.0
2016-10-01,MB,Bus,PT,
